cid,name,minvalue,maxvalue,avgvalue,year,chamber,origin,source,serialid
N00006750,Jane Harman (D-Calif),236280153,558544002,397412077,2007,H,Center for Responsive Politics,,1
N00007017,Darrell Issa (R-Calif),160615042,526300001,343457521,2007,H,Center for Responsive Politics,,2
N00000245,John Kerry (D-Mass),284157594,388292172,336224883,2007,S,Center for Responsive Politics,,3
N00004309,Herb Kohl (D-Wis),199443029,301647997,250545513,2007,S,Center for Responsive Politics,,4
N00002097,Mark Warner (D-Va),60591195,415094990,237843092,2007,S,Center for Responsive Politics,,5
N00027626,Vernon Buchanan (R-Fla),-42409542,407256976,182423717,2007,H,Center for Responsive Politics,,6
N00029127,Jared Polis (D-Colo),97374113,254377000,175875556,2007,H,Center for Responsive Politics,,7
N00002315,Robin Hayes (R-NC),74576347,272241999,173409173,2007,H,Center for Responsive Politics,,8
N99999962,Henry M. Paulson,88161025,148565003,118363014,2007,E,Center for Responsive Politics,,9
N00000308,Edward M. Kennedy (D-Mass),43821041,163298999,103560020,2007,S,Center for Responsive Politics,,10
N99999977,Samuel W. Bodman III,68717047,130705000,99711023,2007,E,Center for Responsive Politics,,11
N00001685,Jay Rockefeller (D-WVa),59897019,127533003,93715011,2007,S,Center for Responsive Politics,,12
N00000659,Frank R. Lautenberg (D-NJ),53326179,125692020,89509099,2007,S,Center for Responsive Politics,,13
N00007364,Dianne Feinstein (D-Calif),52349306,116073023,84211164,2007,S,Center for Responsive Politics,,14
N00026460,Michael McCaul (R-Texas),23931154,104215000,64073077,2007,H,Center for Responsive Politics,,15
N99999961,Carlos Gutierrez,22276025,104765000,63520512,2007,E,Center for Responsive Politics,,16
N00006237,Dick Cheney (R),20954025,99310000,60132012,2007,E,Center for Responsive Politics,,17
N00029441,James E. Risch (R-Idaho),19929058,92770996,56350027,2007,S,Center for Responsive Politics,,18
N00027441,Bob Corker (R-Tenn),11194043,98169998,54682020,2007,S,Center for Responsive Politics,,19
N00000078,Carolyn B. Maloney (D-NY),17009100,83585994,50297547,2007,H,Center for Responsive Politics,,20
N00029788,Cynthia Marie Lummis (R-Wyo),13038030,83795998,48417014,2007,H,Center for Responsive Politics,,21
N00007360,Nancy Pelosi (D-Calif),-23538894,119974989,48218047,2007,H,Center for Responsive Politics,,22
N00000684,Rodney Frelinghuysen (R-NJ),22414184,72286000,47350092,2007,H,Center for Responsive Politics,,23
N00007815,Gordon H. Smith (R-Ore),28358029,63895999,46127014,2007,S,Center for Responsive Politics,,24
N00028418,Alan Mark Grayson (D-Fla),29026043,61696000,45361021,2007,H,Center for Responsive Politics,,25
N00001024,Nita M. Lowey (D-NY),16929476,70503415,43716445,2007,H,Center for Responsive Politics,,26
N00006954,Gary Miller (R-Calif),14494042,65462000,39978021,2007,H,Center for Responsive Politics,,27
N00004426,Tom Petri (R-Wis),10631037,66891999,38761518,2007,H,Center for Responsive Politics,,28
N99999960,Michael Leavitt,12135061,55899998,34017529,2007,E,Center for Responsive Politics,,29
N00004645,Denny Rehberg (R-Mont),6896012,59814997,33355504,2007,H,Center for Responsive Politics,,30
N00000480,Olympia J. Snowe (R-Maine),15018074,51599001,33308537,2007,S,Center for Responsive Politics,,31
N00027694,Claire McCaskill (D-Mo),20419173,44437005,32428089,2007,S,Center for Responsive Politics,,32
N00026710,Kenny Marchant (R-Texas),10391624,53388584,31890104,2007,H,Center for Responsive Politics,,33
N00008071,Elizabeth Dole (R-NC),14624035,48218910,31421472,2007,S,Center for Responsive Politics,,34
N99999924,Ruth Bader Ginsburg,11665015,50580000,31122507,2007,J,Center for Responsive Politics,,35
N00000019,Hillary Clinton (D-NY),10409018,51232000,30820509,2007,S,Center for Responsive Politics,,36
N00006424,John McCain (R),22911154,37743009,30327081,2007,S,Center for Responsive Politics,,37
N00027565,John Campbell (R-Calif),11385080,45102000,28243540,2007,H,Center for Responsive Politics,,38
N00009888,Lamar Alexander (R-Tenn),11811688,40536648,26174168,2007,S,Center for Responsive Politics,,39
N00004291,F. James Sensenbrenner Jr. (R-Wis),19471684,28460630,23966157,2007,H,Center for Responsive Politics,,40
N00012672,Steve Pearce (R-NM),8417014,38030000,23223507,2007,H,Center for Responsive Politics,,41
N00029679,John Fleming (R-La),8094046,37837000,22965523,2007,H,Center for Responsive Politics,,42
N00027655,Heath Shuler (D-NC),3263026,41521996,22392511,2007,H,Center for Responsive Politics,,43
N00029139,Bill Foster (D-Ill),7371012,35890000,21630506,2007,H,Center for Responsive Politics,,44
N00029617,Kay R. Hagan (D-NC),4338506,37997983,21168244,2007,S,Center for Responsive Politics,,45
N00002492,John M. Spratt Jr. (D-SC),6965022,33702995,20334008,2007,H,Center for Responsive Politics,,46
N00009920,Richard C. Shelby (R-Ala),4377020,34880000,19628510,2007,S,Center for Responsive Politics,,47
N00030198,Christopher J. Lee (R-NY),11208255,27325000,19266627,2007,H,Center for Responsive Politics,,48
N00006932,David Dreier (R-Calif),7027054,29688000,18357527,2007,H,Center for Responsive Politics,,49
N99999920,David H. Souter,6115004,30330000,18222502,2007,J,Center for Responsive Politics,,50
N00026160,Tom Price (R-Ga),7072257,29270233,18171245,2007,H,Center for Responsive Politics,,51
N00004133,Fred Upton (R-Mich),7218123,25871000,16544561,2007,H,Center for Responsive Politics,,52
N00000615,Rosa L. DeLauro (D-Conn),5845032,27234999,16540015,2007,H,Center for Responsive Politics,,53
N00002593,Johnny Isakson (R-Ga),8342077,24284999,16313538,2007,S,Center for Responsive Politics,,54
N00004207,Tom Harkin (D-Iowa),10499111,21938002,16218556,2007,S,Center for Responsive Politics,,55
N00002599,John Linder (R-Ga),5465010,26649998,16057504,2007,H,Center for Responsive Politics,,56
N00029556,Harry Teague (D-NM),2258052,29221999,15740025,2007,H,Center for Responsive Politics,,57
N00029128,Betsy Markey (D-Colo),5180033,25904999,15542516,2007,H,Center for Responsive Politics,,58
N00006023,Lloyd Doggett (D-Texas),8134096,21584999,14859547,2007,H,Center for Responsive Politics,,59
N00029649,Jackie Speier (D-Calif),5770070,21388000,13579035,2007,H,Center for Responsive Politics,,60
N00027618,Steve Kagen (D-Wis),7213089,19771000,13492044,2007,H,Center for Responsive Politics,,61
N00009818,Shelley Berkley (D-Nev),7591279,19308238,13449758,2007,H,Center for Responsive Politics,,62
N00008072,George W. Bush (R),6364044,19360000,12862022,2007,E,Center for Responsive Politics,,63
N00002083,Jim Moran (D-Va),1930170,23375995,12653082,2007,H,Center for Responsive Politics,,64
N00006423,Trent Franks (R-Ariz),4100005,20250000,12175002,2007,H,Center for Responsive Politics,,65
N00003682,Rob Portman,6460065,17875000,12167532,2007,E,Center for Responsive Politics,,66
N99999925,Stephen G. Breyer,5110071,17515000,11312535,2007,J,Center for Responsive Politics,,67
N00029917,Parker Griffith (D-Ala),3106041,19464998,11285519,2007,H,Center for Responsive Politics,,68
N99999955,Steven C. Preston,4804107,17435000,11119553,2007,E,Center for Responsive Politics,,69
N00029026,Niki Tsongas (D-Mass),3936059,18165999,11051029,2007,H,Center for Responsive Politics,,70
N00005329,Ben Nelson (D-Neb),6007056,15889000,10948028,2007,S,Center for Responsive Politics,,71
N00026043,Randy Neugebauer (R-Texas),4966063,15868998,10417530,2007,H,Center for Responsive Politics,,72
N00006518,Jeff Bingaman (D-NM),5675187,14263001,9969094,2007,S,Center for Responsive Politics,,73
N00027533,Sheldon Whitehouse (D-RI),5212170,13857999,9535084,2007,S,Center for Responsive Politics,,74
N00002214,Alan B. Mollohan (D-WVa),-2381981,21345993,9482006,2007,H,Center for Responsive Politics,,75
N00007124,Christopher Cox,5569018,13310001,9439509,2007,E,Center for Responsive Politics,,76
N00024813,Rahm Emanuel (D-Ill),5023020,13171000,9097010,2007,H,Center for Responsive Politics,,77
N00009618,Adam H. Putnam (R-Fla),3474044,14334999,8904521,2007,H,Center for Responsive Politics,,78
N00003762,Evan Bayh (D-Ind),3726026,13942000,8834013,2007,S,Center for Responsive Politics,,79
N00027804,Tim Mahoney (D-Fla),3563019,13345000,8454009,2007,H,Center for Responsive Politics,,80
N00003083,Terry Everett (R-Ala),5028051,11796000,8412025,2007,H,Center for Responsive Politics,,81
N00029901,Mark Begich (D-Alaska),1248059,15156992,8202525,2007,S,Center for Responsive Politics,,82
N00003725,Dave Hobson (R-Ohio),619104,15523990,8071547,2007,H,Center for Responsive Politics,,83
N00002428,Henry Brown (R-SC),3199019,12760000,7979509,2007,H,Center for Responsive Politics,,84
N00001806,James L. Oberstar (D-Minn),4767075,10930000,7848537,2007,H,Center for Responsive Politics,,85
N00003389,Mitch McConnell (R-Ky),2858033,12720999,7789516,2007,S,Center for Responsive Politics,,86
N99999984,Elaine L. Chao,2858033,12719999,7789016,2007,E,Center for Responsive Politics,,87
N00008086,Dave Camp (R-Mich),3646094,11740000,7693047,2007,H,Center for Responsive Politics,,88
N00006288,Walt Minnick (D-Idaho),-1218984,16515998,7648507,2007,H,Center for Responsive Politics,,89
N00002743,Allen Boyd (D-Fla),2501017,12740999,7621008,2007,H,Center for Responsive Politics,,90
N00007584,Wally Herger (R-Calif),3046010,12166000,7606005,2007,H,Center for Responsive Politics,,91
N99999966,Stephen J. Hadley,4417074,10405000,7411037,2007,E,Center for Responsive Politics,,92
N00001604,Arlen Specter (R-Pa),2834011,11762000,7298005,2007,S,Center for Responsive Politics,,93
N00026264,Luis Fortuno (R-PR),2194042,12321998,7258020,2007,H,Center for Responsive Politics,,94
N00007690,Greg Walden (R-Ore),2694019,11610000,7152009,2007,H,Center for Responsive Politics,,95
N00029370,Suzanne Kosmas (D-Fla),4215351,10064338,7139844,2007,H,Center for Responsive Politics,,96
N00003528,Charlie Wilson (D-Ohio),2045039,12174999,7110019,2007,H,Center for Responsive Politics,,97
N00028073,John A. Yarmuth (D-Ky),-1334993,15399999,7032503,2007,H,Center for Responsive Politics,,98
N00004484,Jim Ramstad (R-Minn),2400019,11536997,6968508,2007,H,Center for Responsive Politics,,99
N00030071,Kurt Schrader (D-Ore),4106086,9616000,6861043,2007,H,Center for Responsive Politics,,100
N99999958,Robert Gates,3257054,10330000,6793527,2007,E,Center for Responsive Politics,,101
N00003254,John Tanner (D-Tenn),2334041,11216000,6775020,2007,H,Center for Responsive Politics,,102
N00002610,Nathan Deal (R-Ga),-1499992,15049999,6775003,2007,H,Center for Responsive Politics,,103
N00005301,Chuck Hagel (R-Neb),2376013,10916000,6646006,2007,S,Center for Responsive Politics,,104
N00026166,Virginia Foxx (R-NC),3188046,9972000,6580023,2007,H,Center for Responsive Politics,,105
N00005244,Sam Brownback (R-Kan),3231069,9911000,6571034,2007,S,Center for Responsive Politics,,106
N00006236,John A. Barrasso (R-Wyo),3252012,9719999,6486005,2007,S,Center for Responsive Politics,,107
N00002793,John L. Mica (R-Fla),3201011,9600999,6401005,2007,H,Center for Responsive Politics,,108
N00000515,Peter Welch (D-Vt),2869062,9761000,6315031,2007,H,Center for Responsive Politics,,109
N99999954,Edward T. Schafer,2995036,9525000,6260018,2007,E,Center for Responsive Politics,,110
N00007836,Maria Cantwell (D-Wash),2103014,10371000,6237007,2007,S,Center for Responsive Politics,,111
N00009775,Michael N. Castle (R-Del),3193155,8773000,5983077,2007,H,Center for Responsive Politics,,112
N00002061,John W. Warner (R-Va),5357049,6595041,5976045,2007,S,Center for Responsive Politics,,113
N00007397,Pete Stark (D-Calif),-17666982,29494998,5914008,2007,H,Center for Responsive Politics,,114
N00002782,Cliff Stearns (R-Fla),1980043,8875997,5428020,2007,H,Center for Responsive Politics,,115
N00005675,Kay Bailey Hutchison (R-Texas),3037096,7608000,5322548,2007,S,Center for Responsive Politics,,116
N00026041,Mike Conaway (R-Texas),2955110,7383000,5169055,2007,H,Center for Responsive Politics,,117
N00007724,Ron Wyden (D-Ore),3988019,6246002,5117010,2007,S,Center for Responsive Politics,,118
N00030191,Dina Titus (D-Nev),2186046,7973000,5079523,2007,H,Center for Responsive Politics,,119
N00012508,Tom Carper (D-Del),2668117,7421999,5045058,2007,S,Center for Responsive Politics,,120
N00003675,John Boehner (R-Ohio),2154029,7911000,5032514,2007,H,Center for Responsive Politics,,121
N00006347,Robert F. Bennett (R-Utah),-21818971,31852998,5017013,2007,S,Center for Responsive Politics,,122
N00029838,"Bobby Neal Bright, Sr (D-Ala)",1763022,8119998,4941510,2007,H,Center for Responsive Politics,,123
N00005645,Ralph M. Hall (R-Texas),2050008,7600999,4825503,2007,H,Center for Responsive Politics,,124
N00029414,Kathleen Dahlkemper (D-Pa),2011025,7575999,4793512,2007,H,Center for Responsive Politics,,125
N00009638,Barack Obama (D),2022016,7356000,4689008,2007,S,Center for Responsive Politics,,126
N00006619,John Ensign (R-Nev),1901203,7450195,4675699,2007,S,Center for Responsive Politics,,127
N00026080,John Barrow (D-Ga),2100005,7250000,4675002,2007,H,Center for Responsive Politics,,128
N00024760,Phil Gingrey (R-Ga),1815036,7477995,4646515,2007,H,Center for Responsive Politics,,129
N00013131,Eric Cantor (R-Va),2182171,7106000,4644085,2007,H,Center for Responsive Politics,,130
N99999953,James B. Peake,1881262,7365000,4623131,2007,E,Center for Responsive Politics,,131
N00006349,Chris Cannon (R-Utah),1867012,7330999,4599005,2007,H,Center for Responsive Politics,,132
N00009771,Shelley Moore Capito (R-WVa),1013069,8137998,4575533,2007,H,Center for Responsive Politics,,133
N00003132,Jim Cooper (D-Tenn),2812038,6331000,4571519,2007,H,Center for Responsive Politics,,134
N00002198,Nick Rahall (D-WVa),1604564,7522540,4563552,2007,H,Center for Responsive Politics,,135
N00004762,Judy Biggert (R-Ill),2347078,6729999,4538538,2007,H,Center for Responsive Politics,,136
N00002260,David Price (D-NC),1649072,7335000,4492036,2007,H,Center for Responsive Politics,,137
N00026686,Al Green (D-Texas),1616011,7315999,4466005,2007,H,Center for Responsive Politics,,138
N00009922,Harry Reid (D-Nev),2613056,6258998,4436027,2007,S,Center for Responsive Politics,,139
N00001811,Lamar Smith (R-Texas),1897009,6930000,4413504,2007,H,Center for Responsive Politics,,140
N00012739,Ander Crenshaw (R-Fla),1787020,7030000,4408510,2007,H,Center for Responsive Politics,,141
N99999922,John G. Roberts,2560039,6185000,4372519,2007,J,Center for Responsive Politics,,142
N00001509,Paul E. Kanjorski (D-Pa),1847011,6865999,4356505,2007,H,Center for Responsive Politics,,143
N00002017,Roscoe G. Bartlett (R-Md),1801007,6765000,4283003,2007,H,Center for Responsive Politics,,144
N00001783,John D. Dingell (D-Mich),2357088,6134000,4245544,2007,H,Center for Responsive Politics,,145
N00001758,Chuck Grassley (R-Iowa),2388062,6095999,4242030,2007,S,Center for Responsive Politics,,146
N00005681,Pete Sessions (R-Texas),2598045,5871000,4234522,2007,H,Center for Responsive Politics,,147
N99999919,John Paul Stevens,1725013,6665000,4195006,2007,J,Center for Responsive Politics,,148
N00029070,Jim Himes (D-Conn),2493056,5896000,4194528,2007,H,Center for Responsive Politics,,149
N00024866,Madeleine Z. Bordallo (D-Guam),1530005,6849999,4190002,2007,H,Center for Responsive Politics,,150
N00009926,Bill Nelson (D-Fla),1678014,6645000,4161507,2007,S,Center for Responsive Politics,,151
N00007099,Ken Calvert (R-Calif),-1799988,10034994,4117503,2007,H,Center for Responsive Politics,,152
N00028463,David Philip Roe (R-Tenn),1532007,6529999,4031003,2007,H,Center for Responsive Politics,,153
N99999989,Karl C. Rove,1353010,6644999,3999004,2007,E,Center for Responsive Politics,,154
N00005455,Marion Berry (D-Ark),1368011,6596999,3982505,2007,H,Center for Responsive Politics,,155
N00003473,Hal Rogers (R-Ky),1798532,6159508,3979020,2007,H,Center for Responsive Politics,,156
N00002167,Virgil H. Goode Jr (R-Va),2276051,5492000,3884025,2007,H,Center for Responsive Politics,,157
N00024790,Jeanne Shaheen (D-NH),1329055,6276024,3802539,2007,S,Center for Responsive Politics,,158
N00007727,Earl Blumenauer (D-Ore),1564044,5914992,3739518,2007,H,Center for Responsive Politics,,159
N00000751,Bill Pascrell Jr. (D-NJ),2187045,5060000,3623522,2007,H,Center for Responsive Politics,,160
N00025330,Jo Bonner (R-Ala),1208025,5862999,3535512,2007,H,Center for Responsive Politics,,161
N00012560,Jon Porter (R-Nev),1583025,5384998,3484011,2007,H,Center for Responsive Politics,,162
N00008619,Steven R. Rothman (D-NJ),1917058,4958000,3437529,2007,H,Center for Responsive Politics,,163
N00028058,James Webb (D-Va),503006,6344997,3424001,2007,S,Center for Responsive Politics,,164
N00025726,Tom Cole (R-Okla),1822093,5011000,3416546,2007,H,Center for Responsive Politics,,165
N00005906,Ron Paul (R-Texas),2061039,4768000,3414519,2007,H,Center for Responsive Politics,,166
N99999972,Michael Chertoff,1970045,4850000,3410022,2007,E,Center for Responsive Politics,,167
N00030026,Blaine Luetkemeyer (R-Mo),-2884994,9649998,3382502,2007,H,Center for Responsive Politics,,168
N00005582,James M. Inhofe (R-Okla),1828055,4897999,3363027,2007,S,Center for Responsive Politics,,169
N00026341,Jim Costa (D-Calif),483010,6045998,3264504,2007,H,Center for Responsive Politics,,170
N00008032,Kenny Hulshof (R-Mo),915033,5595999,3255516,2007,H,Center for Responsive Politics,,171
N00008758,David Davis (R-Tenn),1094021,5413000,3253510,2007,H,Center for Responsive Politics,,172
N00006692,Barbara Boxer (D-Calif),1113009,5347000,3230004,2007,S,Center for Responsive Politics,,173
N00029692,Travis W. Childers (D-Miss),1158029,5101991,3130010,2007,H,Center for Responsive Politics,,174
N00025095,John Carter (R-Texas),900002,5349998,3125000,2007,H,Center for Responsive Politics,,175
N00009869,Orrin G. Hatch (R-Utah),1656067,4471000,3063533,2007,S,Center for Responsive Politics,,176
N00009635,Jim Marshall (D-Ga),1762060,4334000,3048030,2007,H,Center for Responsive Politics,,177
N00024931,Rick Renzi (R-Ariz),1003004,5045000,3024002,2007,H,Center for Responsive Politics,,178
N00001955,Ben Cardin (D-Md),1586088,4444000,3015044,2007,S,Center for Responsive Politics,,179
N00024871,David Scott (D-Ga),1000001,5000000,3000000,2007,H,Center for Responsive Politics,,180
N00000444,Judd Gregg (R-NH),1656060,4324000,2990030,2007,S,Center for Responsive Politics,,181
N00027778,Mary Jo Kilroy (D-Ohio),1592109,4317028,2954568,2007,H,Center for Responsive Politics,,182
N00003467,Ed Whitfield (R-Ky),1502042,4306999,2904520,2007,H,Center for Responsive Politics,,183
N00003504,Deborah Pryce (R-Ohio),633007,5144999,2889003,2007,H,Center for Responsive Politics,,184
N00005601,Tom Coburn (R-Okla),1358097,4250000,2804048,2007,S,Center for Responsive Politics,,185
N00000898,Leonard Lance (R-NJ),1831012,3765000,2798006,2007,H,Center for Responsive Politics,,186
N99999980,Joshua B. Bolten,75007,5499998,2787502,2007,E,Center for Responsive Politics,,187
N00027281,Thelma Drake (R-Va),959040,4572997,2766018,2007,H,Center for Responsive Politics,,188
N00003225,Stephen Ira Cohen (D-Tenn),1491060,3942000,2716530,2007,H,Center for Responsive Politics,,189
N00029303,Jeff Merkley (D-Ore),1516026,3915998,2716012,2007,S,Center for Responsive Politics,,190
N00003126,Bart Gordon (D-Tenn),1609041,3811000,2710020,2007,H,Center for Responsive Politics,,191
N00007068,Mary Bono Mack (R-Calif),1096152,4290000,2693076,2007,H,Center for Responsive Politics,,192
N00000179,James P. McGovern (D-Mass),508010,4870999,2689504,2007,H,Center for Responsive Politics,,193
N00001311,Louise M. Slaughter (D-NY),1714018,3660000,2687009,2007,H,Center for Responsive Politics,,194
N00024759,Mike D. Rogers (R-Ala),1432017,3929999,2681008,2007,H,Center for Responsive Politics,,195
N00002656,Jack Kingston (R-Ga),1947284,3225276,2586280,2007,H,Center for Responsive Politics,,196
N00027522,Dean Heller (R-Nev),2354917,2729904,2542410,2007,H,Center for Responsive Politics,,197
N00026434,Nancy E. Boyda (D-Kan),1510019,3559998,2535008,2007,H,Center for Responsive Politics,,198
N00006561,Tom Udall (D-NM),1502033,3555000,2528516,2007,H,Center for Responsive Politics,,199
N00004613,Kent Conrad (D-ND),1392054,3635999,2514026,2007,S,Center for Responsive Politics,,200
N00004227,Tom Latham (R-Iowa),1595014,3402999,2499006,2007,H,Center for Responsive Politics,,201
N00008274,Loretta Sanchez (D-Calif),251003,4665998,2458500,2007,H,Center for Responsive Politics,,202
N00027515,Ron Klein (D-Fla),1130118,3743000,2436559,2007,H,Center for Responsive Politics,,203
N00006546,Heather Wilson (R-NM),683942,4031903,2357922,2007,H,Center for Responsive Politics,,204
N00026748,Mel Martinez (R-Fla),1155038,3551999,2353518,2007,S,Center for Responsive Politics,,205
N00000010,Dan Burton (R-Ind),701022,3989998,2345510,2007,H,Center for Responsive Politics,,206
N00005395,Mary L. Landrieu (D-La),1114018,3560996,2337507,2007,S,Center for Responsive Politics,,207
N99999921,Antonin Scalia,1445019,3215000,2330009,2007,J,Center for Responsive Politics,,208
N00028139,Mazie K. Hirono (D-Hawaii),1325031,3249999,2287515,2007,H,Center for Responsive Politics,,209
N00003062,Jeff Sessions (R-Ala),1331041,3216000,2273520,2007,S,Center for Responsive Politics,,210
N00007479,Zoe Lofgren (D-Calif),780162,3729000,2254581,2007,H,Center for Responsive Politics,,211
N00001579,Allyson Schwartz (D-Pa),1308033,3120000,2214016,2007,H,Center for Responsive Politics,,212
N00012890,Timothy V. Johnson (R-Ill),1251035,3141000,2196017,2007,H,Center for Responsive Politics,,213
N00007312,Sam Farr (D-Calif),1369022,3010000,2189511,2007,H,Center for Responsive Politics,,214
N00006263,Mike Simpson (R-Idaho),1710835,2565830,2138332,2007,H,Center for Responsive Politics,,215
N00009604,Susan A. Davis (D-Calif),1109050,3162999,2136024,2007,H,Center for Responsive Politics,,216
N00025219,Michael Burgess (R-Texas),1019089,3145999,2082544,2007,H,Center for Responsive Politics,,217
N00004045,Joe Knollenberg (R-Mich),1855631,2275626,2065628,2007,H,Center for Responsive Politics,,218
N00001691,Carl Levin (D-Mich),1737888,2368874,2053381,2007,S,Center for Responsive Politics,,219
N00006690,Maxine Waters (D-Calif),-2811972,6835999,2012013,2007,H,Center for Responsive Politics,,220
N00005178,Christopher S. 'Kit' Bond (R-Mo),958056,3043000,2000528,2007,S,Center for Responsive Politics,,221
N00004357,Paul Ryan (R-Wis),780115,3203000,1991557,2007,H,Center for Responsive Politics,,222
N00028049,"Joseph A. Sestak, Jr (D-Pa)",1070059,2839000,1954529,2007,H,Center for Responsive Politics,,223
N99999990,Condoleezza Rice,949023,2934999,1942011,2007,E,Center for Responsive Politics,,224
N00009659,David Vitter (R-La),855093,3026000,1940546,2007,S,Center for Responsive Politics,,225
N00029891,Gerry Connolly (D-Va),953046,2894999,1924022,2007,H,Center for Responsive Politics,,226
N00024922,Jeb Hensarling (R-Texas),1177024,2632000,1904512,2007,H,Center for Responsive Politics,,227
N00000812,John H. Adler (D-NJ),891070,2857000,1874035,2007,H,Center for Responsive Politics,,228
N00009724,Jim Langevin (D-RI),246025,3439994,1843009,2007,H,Center for Responsive Politics,,229
N00025482,Dutch Ruppersberger (D-Md),1106016,2565000,1835508,2007,H,Center for Responsive Politics,,230
N00030245,William Cassidy (R-La),582110,3085998,1834054,2007,H,Center for Responsive Politics,,231
N00003329,Trent Lott (R-Miss),1229028,2435999,1832513,2007,S,Center for Responsive Politics,,232
N00026840,Charles J. Melancon (D-La),771090,2891000,1831045,2007,H,Center for Responsive Politics,,233
N99999950,Michael B Mukasey,1065023,2575000,1820011,2007,E,Center for Responsive Politics,,234
N99999968,Ben S. Bernanke,1165013,2475000,1820006,2007,E,Center for Responsive Politics,,235
N00007419,Mike Thompson (D-Calif),841028,2790999,1816013,2007,H,Center for Responsive Politics,,236
N00029277,Gary Peters (D-Mich),543135,3042998,1793066,2007,H,Center for Responsive Politics,,237
N00000964,Charles B. Rangel (D-NY),1045024,2533000,1789012,2007,H,Center for Responsive Politics,,238
N00000860,Rush Holt (D-NJ),397017,3179997,1788507,2007,H,Center for Responsive Politics,,239
N00006897,Brad Sherman (D-Calif),555017,3011997,1783507,2007,H,Center for Responsive Politics,,240
N00026314,Cathy McMorris (R-Wash),934027,2626999,1780513,2007,H,Center for Responsive Politics,,241
N00029285,Peter Graham Olson (R-Texas),1016033,2541000,1778516,2007,H,Center for Responsive Politics,,242
N00003583,George V. Voinovich (R-Ohio),901049,2640000,1770524,2007,S,Center for Responsive Politics,,243
N00002247,Howard Coble (R-NC),1134178,2337143,1735660,2007,H,Center for Responsive Politics,,244
N00000616,Joe Lieberman (I-Conn),766075,2668000,1717037,2007,S,Center for Responsive Politics,,245
N00008094,Howard L. Berman (D-Calif),839052,2560000,1699526,2007,H,Center for Responsive Politics,,246
N00007936,Brian Baird (D-Wash),287037,3084998,1686017,2007,H,Center for Responsive Politics,,247
N00005285,Pat Roberts (R-Kan),774059,2523000,1648529,2007,S,Center for Responsive Politics,,248
N00027510,Edwin G. Perlmutter (D-Colo),867036,2409999,1638517,2007,H,Center for Responsive Politics,,249
N00027459,Doris O. Matsui (D-Calif),1004009,2160000,1582004,2007,H,Center for Responsive Politics,,250
N00027239,Daniel Lipinski (D-Ill),783046,2371000,1577023,2007,H,Center for Responsive Politics,,251
N00003028,Robert B. Aderholt (R-Ala),975023,2157000,1566011,2007,H,Center for Responsive Politics,,252
